Company,TypeName,Inches,ScreenResolution,Ram,OpSys,Weight,Touchscreen,IPS_panel,Cpu_brand,SSD,HDD,FlashStorage,Gpu_brand,Price
Dell,Notebook,15.6,1920x1080,8,Windows,2.16,0,1,Intel Core i7,512,0,0,Nvidia,113580.0
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i3,0,1000,0,Intel,52794.0
HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,1,Intel Core i5,128,0,0,Intel,65340.0
Chuwi,Notebook,15.6,1920x1080,4,Windows,1.89,0,0,Other Intel,0,0,64,Intel,22401.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.3,0,0,Intel Core i3,128,0,0,Intel,50850.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.75,0,1,Intel Core i5,256,0,0,Intel,94410.0
Dell,Workstation,15.6,1920x1080,16,Windows,2.17,0,1,Intel Core i7,512,0,0,Nvidia,210420.0
Dell,Notebook,15.6,1920x1080,16,Windows,2.06,0,0,Intel Core i7,512,0,0,Nvidia,170910.0
Lenovo,Ultrabook,12.5,1920x1080,16,Windows,1.36,0,1,Intel Core i7,512,0,0,Intel,161820.0
Asus,Ultrabook,12.5,1920x1080,16,Windows,0.91,0,0,Intel Core i7,512,0,0,Intel,175500.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,256,0,0,Nvidia,91079.1
Toshiba,Ultrabook,13.3,1920x1080,32,Windows,1.05,1,0,Intel Core i7,512,0,0,Intel,251910.0
Asus,Gaming,15.6,1920x1080,8,Windows,1.99,0,0,Intel Core i7,1128,1000,0,Nvidia,121500.0
Acer,Notebook,15.6,1366x768,8,Windows,2.2,0,0,AMD processor,0,1000,0,AMD,52110.0
Asus,Gaming,17.3,1920x1080,24,Windows,4.33,1,1,Intel Core i7,1256,1000,0,Nvidia,114210.0
Lenovo,Ultrabook,12.5,1366x768,8,Windows,1.3,0,1,Intel Core i5,180,0,0,Intel,98910.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.17,0,0,Intel Core i7,256,0,0,Intel,80901.0
HP,Notebook,14.0,1920x1080,8,Windows,1.48,0,0,Intel Core i7,1000,0,0,Intel,157410.0
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.4,0,1,Intel Core i3,256,0,0,Intel,85410.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,256,0,0,Intel,81990.0
Asus,Netbook,11.6,1366x768,4,Windows,1.2,0,0,Other Intel,0,0,64,Intel,30600.0
HP,Notebook,15.6,1366x768,8,Windows,1.91,0,0,Intel Core i5,256,0,0,AMD,55709.1
Lenovo,2 in 1 Convertible,13.9,1920x1080,8,Windows,1.4,1,1,Intel Core i5,256,0,0,Intel,143910.0
Lenovo,Notebook,14.0,1366x768,4,Windows,2.1,0,0,Other Intel,0,500,0,Intel,26910.0
Lenovo,Netbook,11.6,1366x768,4,Chrome ,1.25,0,0,Other Intel,16,0,0,Intel,23850.0
Lenovo,Notebook,13.3,1920x1080,8,Windows,1.44,0,0,Intel Core i5,256,0,0,Intel,85410.0
Asus,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,1256,1000,0,Intel,110160.0
Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,1,Intel Core i5,0,1000,0,Nvidia,55170.0
HP,Ultrabook,13.3,1920x1080,8,Windows,1.34,0,1,Intel Core i7,512,0,0,Intel,119070.0
Lenovo,Gaming,15.6,1920x1080,8,No ,2.4,0,1,Intel Core i7,1256,1000,0,Nvidia,103410.0
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.29,1,1,Intel Core i5,128,0,0,Intel,80910.0
Acer,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i7,0,500,0,Nvidia,57510.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,0,1000,0,Intel,75240.0
Dell,Notebook,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,2256,2000,0,AMD,109731.6
Xiaomi,Notebook,15.6,1920x1080,16,No ,1.95,0,1,Intel Core i7,256,0,0,Nvidia,125995.5
Asus,Netbook,11.6,1366x768,2,Windows,1.1,0,0,Other Intel,0,0,32,Intel,22050.0
HP,Notebook,15.6,1366x768,4,Windows,2.04,1,0,Intel Core i5,0,1000,0,Intel,46932.3
Asus,Gaming,15.6,1920x1080,24,Windows,2.24,0,0,Intel Core i7,512,0,0,Nvidia,267120.0
HP,Notebook,15.6,1920x1080,8,Windows,2.04,0,0,Intel Core i5,256,0,0,Nvidia,80010.0
Asus,Gaming,17.3,1920x1080,16,Windows,3.0,0,0,Intel Core i7,1256,1000,0,Nvidia,135360.0
Lenovo,Gaming,15.6,1920x1080,8,Windows,3.2,0,1,Intel Core i7,1256,1000,0,Nvidia,125910.0
HP,Ultrabook,13.3,1920x1080,8,Windows,1.32,0,1,Intel Core i7,256,0,0,Intel,125910.0
Dell,Notebook,14.0,1920x1080,8,Windows,1.64,0,0,Intel Core i5,256,0,0,Intel,115175.7
HP,Notebook,15.6,1366x768,4,Windows,1.63,0,0,Intel Core i3,128,0,0,Intel,62010.0
Dell,Notebook,17.3,1920x1080,8,Linux,2.8,0,1,Intel Core i5,1128,1000,0,AMD,80010.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,2.02,0,0,Intel Core i5,256,0,0,Intel,120600.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,71910.0
Lenovo,Notebook,15.6,1366x768,8,No ,2.2,0,0,Intel Core i3,0,2000,0,Nvidia,41310.0
Dell,Notebook,15.6,1920x1080,4,Windows,2.3,0,0,Intel Core i5,0,500,0,AMD,52650.0
Dell,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,256,0,0,Intel,123930.0
Dell,Gaming,17.3,1920x1080,16,Windows,4.42,0,1,Intel Core i7,1128,1000,0,Nvidia,271149.3
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,0,500,0,Intel,77400.0
Asus,Notebook,15.6,3840x2160,8,Windows,2.0,0,1,Intel Core i7,1256,1000,0,Nvidia,116910.0
Mediacom,Notebook,13.3,1920x1080,4,Windows,1.2,0,1,Other Intel,32,0,0,Intel,33210.0
Asus,Gaming,15.6,1920x1080,8,Windows,2.3,0,1,Intel Core i5,1128,1000,0,Nvidia,148410.0
Dell,Notebook,15.6,1920x1080,8,Windows,1.93,0,0,Intel Core i7,256,0,0,Nvidia,123210.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,256,0,0,AMD,71766.9
HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,Other Intel,256,0,0,Intel,35909.1
HP,Gaming,17.3,1920x1080,12,Windows,2.62,0,0,Intel Core i7,0,1000,0,Nvidia,161910.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.87,0,1,Intel Core i7,256,0,0,Nvidia,77310.0
Dell,Ultrabook,13.3,3200x1800,8,Windows,1.2,1,0,Intel Core i7,256,0,0,Intel,125910.0
Dell,Notebook,14.0,1920x1080,4,Windows,1.6,0,0,Intel Core i3,128,0,0,Intel,66228.3
HP,Ultrabook,13.3,3200x1800,8,Windows,1.34,0,1,Intel Core i7,256,0,0,Intel,103050.0
Acer,Gaming,15.6,1920x1080,8,Linux,2.4,0,0,Intel Core i5,0,1000,0,Nvidia,71820.0
Asus,Notebook,15.6,1366x768,4,Windows,2.0,0,0,AMD processor,0,500,0,AMD,31410.0
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i3,128,0,0,Intel,63495.0
Lenovo,Notebook,14.0,1920x1080,4,Windows,1.87,0,0,Intel Core i5,0,500,0,Intel,70650.0
Lenovo,Notebook,15.6,1920x1080,4,No ,2.15,0,0,Intel Core i5,0,1000,0,Intel,41611.5
HP,Notebook,15.6,1920x1080,4,Windows,1.86,0,0,Intel Core i3,0,500,0,Intel,35730.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,1.99,0,1,Intel Core i7,512,0,0,Intel,155610.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,128,0,0,Intel,44910.0
Dell,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,256,0,0,Intel,100529.1
Dell,Gaming,17.3,1920x1080,16,Windows,4.42,0,1,Intel Core i7,1256,1000,0,Nvidia,242910.0
HP,Notebook,17.3,1600x900,8,Windows,2.65,0,0,Intel Core i3,0,1000,0,Intel,48973.5
HP,Notebook,17.3,1920x1080,8,Windows,2.63,0,0,Intel Core i7,0,1000,0,Nvidia,115200.0
Asus,Notebook,15.6,1366x768,4,Linux,2.0,0,0,Other Intel,0,500,0,Intel,20160.0
Mediacom,Notebook,13.3,1920x1080,4,Windows,1.35,0,1,Other Intel,0,0,32,Intel,22950.0
Lenovo,Notebook,17.3,1600x900,6,Windows,2.8,0,0,Intel Core i7,1128,1000,0,Nvidia,85410.0
HP,Notebook,15.6,1920x1080,6,Windows,1.91,0,1,AMD processor,128,0,0,AMD,51201.0
Dell,Notebook,15.6,1366x768,4,Windows,2.18,0,0,Intel Core i3,0,1000,0,AMD,55611.0
Acer,2 in 1 Convertible,11.6,1920x1080,4,Windows,1.25,1,1,Other Intel,0,0,32,Intel,31410.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.05,0,0,Intel Core i3,128,0,0,Intel,56700.0
HP,Ultrabook,13.3,3200x1800,16,Windows,1.16,1,1,Other Intel,512,0,0,Intel,176850.0
Lenovo,Notebook,17.3,1920x1080,8,Windows,3.4,0,1,Intel Core i7,256,0,0,Nvidia,269910.0
Asus,Notebook,15.6,1920x1080,8,Windows,2.5,0,0,Intel Core i5,1128,1000,0,Nvidia,75510.0
Dell,Ultrabook,13.3,3840x2160,8,Windows,1.21,1,1,Intel Core i5,128,0,0,Intel,143910.0
Dell,Notebook,15.6,1366x768,4,Windows,1.93,0,0,Intel Core i5,0,500,0,Intel,86310.0
Fujitsu,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,0,1000,0,Intel,66510.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,30960.0
Lenovo,Notebook,14.0,1366x768,4,Windows,2.02,0,0,Intel Core i5,0,500,0,Intel,89100.0
HP,Workstation,17.3,1600x900,8,Windows,3.14,0,0,Intel Core i5,0,500,0,Nvidia,167489.1
HP,Notebook,14.0,1366x768,8,Windows,1.94,0,0,Other Intel,0,2000,0,Intel,35010.0
HP,Notebook,15.6,1920x1080,6,Windows,1.95,0,1,AMD processor,256,0,0,AMD,58410.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.3,0,0,Intel Core i5,256,0,0,Intel,74700.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.05,0,0,Intel Core i5,0,500,0,Intel,61650.0
Mediacom,Notebook,14.0,1920x1080,4,Windows,1.4,0,0,Other Intel,32,0,0,Intel,22410.0
Toshiba,Ultrabook,14.0,1920x1080,16,Windows,1.24,1,0,Intel Core i7,512,0,0,Intel,167850.0
Lenovo,Gaming,17.3,1920x1080,32,Windows,4.6,0,1,Intel Core i7,1256,1000,0,Nvidia,239670.0
MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1512,1000,0,Nvidia,245610.0
Dell,Notebook,15.6,1920x1080,8,Linux,2.2,0,0,Intel Core i7,256,0,0,AMD,67410.9
Mediacom,Notebook,14.0,1920x1080,4,Windows,1.45,0,1,Other Intel,32,0,0,Intel,35010.0
Dell,Notebook,15.6,1366x768,8,Windows,1.9,0,0,Intel Core i5,0,500,0,Intel,90766.8
HP,Notebook,13.3,1920x1080,4,Windows,1.49,0,0,Intel Core i3,128,0,0,Intel,64710.0
Dell,Notebook,15.6,1920x1080,16,Windows,1.93,0,0,Intel Core i7,256,0,0,Nvidia,138365.1
Dell,Netbook,11.6,1366x768,4,Chrome ,1.26,0,0,Other Intel,0,0,16,Intel,26550.0
MSI,Gaming,17.3,1920x1080,16,Windows,4.5,0,0,Intel Core i7,1128,1000,0,Nvidia,211410.0
HP,Gaming,17.3,1920x1080,16,Windows,3.78,0,1,Intel Core i7,1256,1000,0,Nvidia,134820.0
Lenovo,Ultrabook,14.0,1920x1080,12,Windows,1.4,0,1,Intel Core i7,256,0,0,Intel,150570.0
Lenovo,Notebook,15.6,1366x768,12,Windows,2.2,1,0,Intel Core i7,0,1000,0,Intel,54810.0
Asus,Gaming,17.3,1920x1080,8,Windows,2.73,0,1,Intel Core i5,1128,1000,0,Nvidia,159300.0
Asus,2 in 1 Convertible,15.6,1366x768,8,Windows,2.2,1,0,Intel Core i5,0,1000,0,Intel,66510.0
Lenovo,Notebook,15.6,1920x1080,12,Windows,2.2,0,0,AMD processor,512,0,0,AMD,85410.0
Dell,2 in 1 Convertible,11.6,1366x768,4,Windows,1.39,1,0,Other Intel,128,0,0,Intel,54270.0
Samsung,Notebook,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i7,1128,1000,0,Nvidia,152910.0
Lenovo,Notebook,17.3,1920x1080,4,No ,2.8,0,0,Intel Core i3,0,500,0,Intel,47610.0
Lenovo,Notebook,15.6,1366x768,8,Windows,2.29,0,0,Intel Core i3,0,1000,0,Intel,41310.0
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,512,0,0,Intel,182250.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.7,0,1,Intel Core i5,256,0,0,Intel,132660.0
Dell,2 in 1 Convertible,12.5,1920x1080,8,Windows,1.34,1,0,Intel Core i5,256,0,0,Intel,150300.0
Dell,Workstation,15.6,1920x1080,8,Windows,2.06,1,0,Intel Core i7,256,0,0,Nvidia,158670.0
HP,Notebook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,256,0,0,Intel,109710.0
HP,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,0,500,0,Intel,60163.2
Acer,Notebook,14.0,1920x1080,4,Windows,1.6,0,0,Other Intel,0,0,32,Intel,29610.0
MSI,Gaming,17.3,1920x1080,16,Windows,4.14,0,0,Intel Core i7,1128,1000,0,Nvidia,197910.0
Dell,Notebook,15.6,1366x768,4,Linux,2.18,0,0,Intel Core i3,0,1000,0,AMD,41850.0
MSI,Gaming,15.6,3840x2160,16,Windows,1.8,0,0,Intel Core i7,2256,2000,0,Nvidia,206910.0
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.2,0,1,Intel Core i7,256,0,0,Intel,125910.0
Lenovo,Notebook,15.6,1920x1080,6,Windows,2.4,0,0,Intel Core i5,0,1000,0,Intel,50760.0
Lenovo,2 in 1 Convertible,15.6,1920x1080,8,Windows,2.0,1,1,Intel Core i7,256,0,0,Intel,116910.0
Acer,Notebook,14.0,1366x768,4,Windows,1.6,0,0,Other Intel,0,0,128,Intel,31410.0
Lenovo,Notebook,15.6,3840x2160,32,Windows,2.5,0,1,Other Intel,1000,0,0,Nvidia,440910.0
Dell,Gaming,15.6,1920x1080,16,Windows,2.59,0,0,Intel Core i7,0,1000,0,Nvidia,79110.9
Dell,Notebook,15.6,1366x768,4,Linux,2.18,0,0,Intel Core i3,0,1000,0,Intel,39951.0
Dell,Notebook,15.6,1366x768,4,Linux,2.25,0,0,Intel Core i3,0,1000,0,Intel,32310.0
Dell,Notebook,15.6,1366x768,4,Linux,1.93,0,0,Intel Core i5,0,500,0,Intel,78210.0
Asus,Gaming,17.3,1920x1080,8,Windows,3.0,0,0,Intel Core i7,1128,1000,0,Nvidia,105120.0
Dell,Notebook,15.6,1920x1080,4,Linux,2.18,0,0,Intel Core i5,128,0,0,AMD,51210.0
HP,Ultrabook,15.6,1920x1080,8,Windows,1.84,0,0,Intel Core i7,512,0,0,Intel,125010.0
MSI,Gaming,15.6,1920x1080,16,Windows,2.94,0,0,Intel Core i7,1256,1000,0,Nvidia,204107.4
Acer,2 in 1 Convertible,11.6,1366x768,4,Chrome ,1.25,1,1,Other Intel,0,0,32,Intel,34110.0
HP,Notebook,14.0,1366x768,8,Windows,2.31,0,0,Intel Core i5,256,0,0,Intel,101160.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.65,0,0,Intel Core i5,256,0,0,Intel,131850.0
Dell,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i5,0,1000,0,AMD,69840.0
Fujitsu,Notebook,15.6,1366x768,8,Windows,2.2,0,0,Intel Core i5,256,0,0,Intel,71910.0
HP,Notebook,15.6,1366x768,4,Windows,1.88,0,0,Intel Core i5,0,500,0,Intel,83880.0
Lenovo,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,0,1000,0,Nvidia,80910.0
Mediacom,Notebook,14.0,1920x1080,2,Windows,1.4,0,0,Other Intel,0,0,32,Intel,21510.0
Lenovo,Notebook,15.6,1920x1080,4,No ,2.2,0,0,Intel Core i5,128,0,0,Intel,42120.0
Asus,2 in 1 Convertible,13.3,1920x1080,6,Windows,1.5,1,0,Intel Core i5,0,1000,0,Intel,57510.9
Dell,Notebook,15.6,1920x1080,8,Windows,2.0,0,0,Intel Core i7,256,0,0,Nvidia,163800.0
Asus,Ultrabook,14.0,1920x1080,16,Windows,1.1,0,0,Intel Core i7,512,0,0,Intel,171000.0
Dell,Gaming,15.6,1920x1080,16,Windows,2.62,0,0,Intel Core i7,1256,1000,0,Nvidia,133110.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,1.8,0,0,Intel Core i5,256,0,0,Intel,74610.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i3,0,1000,0,Nvidia,52110.0
Asus,Notebook,15.6,1366x768,8,Windows,2.0,0,0,Other Intel,0,1000,0,Intel,35910.0
Asus,Notebook,15.6,1920x1080,8,Windows,1.99,0,0,Intel Core i5,0,1000,0,Nvidia,81595.8
Dell,Ultrabook,13.3,3200x1800,8,Windows,1.23,1,0,Intel Core i5,256,0,0,Intel,168210.0
Lenovo,Notebook,14.0,1366x768,2,Windows,1.42,0,0,Other Intel,0,0,32,Intel,22410.0
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.37,1,1,Intel Core i7,256,0,0,Intel,158167.80000000002
Dell,Notebook,15.6,3840x2160,16,Windows,2.06,1,0,Intel Core i7,1000,0,0,Nvidia,215910.0
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1128,1000,0,Nvidia,99810.0
HP,Notebook,17.0,1600x900,8,Windows,2.6,0,0,AMD processor,0,1000,0,AMD,46881.0
Lenovo,Ultrabook,14.0,1920x1080,16,Windows,1.14,0,1,Intel Core i7,512,0,0,Intel,220500.0
Asus,Gaming,15.6,1920x1080,8,No ,2.5,0,1,Intel Core i7,0,1000,0,Nvidia,105210.0
Acer,Notebook,15.6,1366x768,4,Windows,2.4,0,0,Intel Core i3,0,500,0,Intel,40500.0
Lenovo,Notebook,14.0,1366x768,4,Windows,1.43,0,0,Other Intel,0,0,32,Intel,24660.0
Acer,Ultrabook,14.0,1920x1080,8,Windows,1.8,0,1,Intel Core i5,256,0,0,Intel,82710.0
Razer,Gaming,14.0,1920x1080,16,Windows,1.95,0,0,Intel Core i7,256,0,0,Nvidia,233910.0
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,109170.0
Lenovo,Ultrabook,12.5,1920x1080,8,Windows,1.36,0,1,Intel Core i7,256,0,0,Intel,142560.0
Asus,Gaming,17.3,1920x1080,32,Windows,3.8,0,1,Intel Core i7,512,0,0,Nvidia,251910.0
Acer,Gaming,15.6,1920x1080,8,Linux,2.4,0,0,Intel Core i5,0,1000,0,Nvidia,63810.0
Dell,Ultrabook,13.3,1920x1080,8,Windows,1.2,0,0,Intel Core i5,256,0,0,Intel,130491.0
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,1128,1000,0,Nvidia,107262.0
HP,Notebook,15.6,1366x768,4,No ,1.86,0,0,Intel Core i3,0,500,0,Intel,32841.0
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,0,500,0,Intel,95760.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i7,256,0,0,AMD,82710.0
Dell,Notebook,15.6,1920x1080,16,Windows,2.2,0,0,Intel Core i7,2256,2000,0,AMD,102150.0
Lenovo,Gaming,15.6,1920x1080,8,Windows,3.31,0,1,Intel Core i7,1128,1000,0,Nvidia,107640.0
Dell,Gaming,17.3,3840x2160,32,Windows,4.42,0,1,Intel Core i7,1512,1000,0,Nvidia,283263.3
Dell,Notebook,14.0,1920x1080,8,Windows,1.56,0,0,Intel Core i5,256,0,0,Intel,110610.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Other Intel,0,500,0,Intel,37710.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,Intel Core i5,0,500,0,Intel,48150.0
HP,Notebook,15.6,1920x1080,6,Windows,2.04,0,0,Intel Core i3,0,1000,0,AMD,48510.0
MSI,Gaming,17.3,1920x1080,8,Windows,2.7,0,0,Intel Core i7,1128,1000,0,Nvidia,133809.3
Toshiba,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Intel Core i3,128,0,0,Intel,44820.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.06,0,0,Intel Core i5,0,1000,0,Intel,85950.0
HP,Notebook,15.6,1920x1080,8,Windows,2.1,0,0,Intel Core i7,0,1000,0,AMD,67050.0
Toshiba,Notebook,15.6,1920x1080,8,Windows,2.0,0,1,Intel Core i5,256,0,0,Intel,113220.0
Acer,Notebook,15.6,1366x768,4,Linux,2.1,0,0,Intel Core i3,128,0,0,Intel,37080.0
Microsoft,Ultrabook,13.5,2256x1504,8,Windows,1.252,1,0,Intel Core i7,256,0,0,Intel,168106.5
Lenovo,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,1128,1000,0,AMD,73615.5
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.3,1,1,Intel Core i5,256,0,0,Intel,93060.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.2,0,0,AMD processor,128,0,0,AMD,31410.0
HP,2 in 1 Convertible,14.0,1920x1080,4,Windows,1.63,1,1,Intel Core i3,128,0,0,Nvidia,62910.0
MSI,Gaming,15.6,1920x1080,16,Windows,2.4,0,0,Intel Core i7,1256,1000,0,Nvidia,116460.0
Asus,Ultrabook,14.0,1920x1080,8,Windows,1.1,0,0,Intel Core i5,256,0,0,Intel,102150.0
HP,2 in 1 Convertible,11.6,1366x768,8,Chrome ,1.4,1,0,Other Intel,0,0,64,Intel,44550.0
LG,Ultrabook,15.6,1920x1080,8,Windows,1.09,0,1,Intel Core i7,512,0,0,Intel,206910.0
Acer,Gaming,15.6,1920x1080,16,Windows,2.5,0,0,Intel Core i5,256,0,0,Nvidia,116910.0
MSI,Gaming,15.6,1920x1080,8,Windows,2.2,0,0,Intel Core i5,256,0,0,Nvidia,89811.0
Asus,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Other Intel,128,0,0,Intel,37710.0
Dell,Gaming,15.6,1920x1080,16,Windows,3.21,0,0,Intel Core i5,1128,1000,0,Nvidia,184590.0
HP,Notebook,17.3,1920x1080,4,Windows,2.5,0,1,Intel Core i3,256,0,0,AMD,62910.0
Lenovo,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.19,1,1,Intel Core i7,512,0,0,Intel,134910.0
Dell,Gaming,15.6,1920x1080,16,Windows,3.49,0,0,Intel Core i7,1256,1000,0,Nvidia,253237.5
HP,Notebook,15.6,1366x768,4,Windows,1.86,0,0,Intel Core i5,0,500,0,AMD,55134.9
Dell,Notebook,15.6,1366x768,4,Windows,2.2,0,0,Intel Core i3,0,1000,0,AMD,49110.3
HP,Notebook,17.3,1920x1080,6,Windows,2.65,0,1,AMD processor,0,2000,0,AMD,51210.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.1,0,0,Other Intel,0,500,0,Intel,28620.0
Acer,Notebook,14.0,1366x768,4,Chrome ,1.45,0,0,Other Intel,0,0,32,Intel,33750.0
Lenovo,Notebook,14.0,1920x1080,4,Windows,1.7,0,0,Intel Core i5,256,0,0,Intel,62910.0
HP,Workstation,17.3,1920x1080,8,Windows,3.14,0,0,Intel Core i7,0,500,0,Nvidia,171719.1
Lenovo,2 in 1 Convertible,14.0,2560x1440,8,Windows,1.42,1,0,Intel Core i7,256,0,0,Intel,233100.0
Toshiba,Notebook,13.3,1920x1080,8,Windows,1.5,0,1,Intel Core i5,256,0,0,Intel,87570.0
Acer,Netbook,11.6,1366x768,4,Windows,1.4,0,0,Other Intel,0,0,32,Intel,24210.0
Lenovo,2 in 1 Convertible,14.0,1920x1080,16,Windows,1.38,1,0,Intel Core i7,512,0,0,Intel,157410.0
Asus,2 in 1 Convertible,12.5,1920x1080,4,Chrome ,1.2,1,0,Other Intel,0,0,64,Intel,60210.0
Toshiba,Ultrabook,13.3,1920x1080,16,Windows,1.36,1,0,Intel Core i7,512,0,0,Intel,168930.0
HP,Notebook,15.6,1920x1080,4,Windows,2.1,0,1,Intel Core i7,0,500,0,AMD,62010.0
Dell,Gaming,15.6,1920x1080,8,Windows,2.56,0,0,Intel Core i5,0,1000,0,Nvidia,73710.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.2,0,0,AMD processor,256,0,0,AMD,35910.0
Lenovo,Notebook,15.6,1366x768,8,Windows,2.2,0,0,AMD processor,0,1000,0,AMD,38610.0
Lenovo,Notebook,15.6,1920x1080,4,Windows,2.1,0,0,Intel Core i5,0,2000,0,Intel,55930.50000000001
Lenovo,Notebook,15.6,1366x768,4,No ,1.9,0,0,Intel Core i3,0,500,0,Intel,40500.0
Dell,Notebook,15.6,1920x1080,8,Windows,2.18,0,0,Intel Core i5,256,0,0,Intel,71550.0
Acer,2 in 1 Convertible,13.3,1920x1080,8,Windows,1.6,1,1,Intel Core i5,256,0,0,Intel,89910.0
Lenovo,Workstation,15.6,1920x1080,16,Windows,2.18,0,0,Intel Core i7,512,0,0,Nvidia,166950.0
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.8,0,0,Intel Core i5,256,0,0,Intel,107190.0
HP,Notebook,17.3,1920x1080,6,Windows,2.71,0,1,AMD processor,0,2000,0,AMD,58950.9
Lenovo,Gaming,15.6,1920x1080,8,Windows,2.5,0,1,Intel Core i7,1128,1000,0,Nvidia,112410.0
Dell,Notebook,14.0,1920x1080,8,Linux,1.64,0,0,Intel Core i5,256,0,0,Nvidia,98010.0
Dell,Notebook,15.6,1920x1080,8,Linux,1.98,0,0,Intel Core i5,0,1000,0,Intel,65340.0
Asus,Notebook,14.0,1920x1080,4,Windows,1.5,0,0,Other Intel,0,0,32,Intel,26820.0
Dell,Notebook,15.6,1920x1080,16,Windows,1.93,0,0,Intel Core i5,512,0,0,Intel,128399.4
Lenovo,Notebook,14.0,1920x1080,8,Windows,1.87,0,1,Intel Core i5,256,0,0,Nvidia,77136.3
Dell,Notebook,15.6,1920x1080,8,Windows,1.9,0,0,Intel Core i5,256,0,0,Intel,106110.0
Lenovo,Notebook,15.6,1366x768,4,Windows,2.19,0,0,AMD processor,0,500,0,AMD,26820.0
Mediacom,Notebook,14.0,1920x1200,4,Windows,1.4,0,1,Other Intel,0,32,0,Intel,23850.0
HP,Notebook,17.3,1920x1080,8,Windows,2.63,0,0,Intel Core i7,256,0,0,Nvidia,108000.0
